,Product ID,Review ID,Company,Review,Stars,Overall Review
350,24,9,Honor,sir mene 11.11 sale men Lia ha wahan HBL bank se pay krne par 15000 ka show horha tha Lekin mere AP ne 16609 Kate ha ye Kya msla ha mene HBL bank se he pay kia tha plz muje apny 1500 wapis karega thx,5,Positive
351,24,10,Honor,Delivery Late Mili hai muj ko.Product Is Good aur Daikhta hai ismaal kar k ab wase TU Sahi lag Raha hai,5,Positive
352,24,11,Honor,Mashallah bhoot acha phone ha or as price ma bhoot he best ha Thanks bahi Allah pak khouss rhky ap ko🥰,5,Positive
353,24,12,Honor,It is good but the final feedback should be given after the use of the product for a few weeks,5,Positive
354,24,13,Honor,Quality is awesome n in this price is the best option ...100 % genuine ..Thanks to Draz,5,Positive
355,24,14,Honor,"Reached safely with outstanding paking, beautiful set",5,Positive
356,24,15,Honor,amazing product timely delivered highly recommend,5,Positive
357,25,1,VGOTEL,"I ordered vgotel note23, came with charger and hand free nice mobile overall good experience but price is a bit different than market.",5,Positive
358,25,2,VGOTEL,"I ordered vgotel note23, came with charger and hand free nice mobile overall good experience but price is a bit different than market.",5,Positive
359,25,3,VGOTEL,"I ordered vgotel note23, came with charger and hand free nice mobile overall good experience but price is a bit different than market.",5,Positive
360,25,4,VGOTEL,"I ordered vgotel note23, came with charger and hand free nice mobile overall good experience but price is a bit different than market.",5,Positive
361,25,5,VGOTEL,"I ordered vgotel note23, came with charger and hand free nice mobile overall good experience but price is a bit different than market.",5,Positive
362,26,1,OPPO,Thanx a lot OPPO Mobile Pakistan for quality product which i ordered & Daraz for in time delivery.,5,Neutral
363,26,2,OPPO,"I recently received my parcel from the official Oppo store, and while the phone itself is excellent and original, I was disappointed with the packaging. The box arrived damaged, and there were no bubble wrap or proper protection inside. However, I must commend the seller for their polite and reasonable behavior throughout the process. I hope they improve their packaging to ensure better protection for future shipments. #OnlineShopping #OppoStore #CustomerExperience",5,Positive
364,26,3,OPPO,Good Service.. Mobile recieved on time 👍,5,Positive
365,26,4,OPPO,zarbardat,5,Neutral
366,26,5,OPPO,Thanks Oppo Pakistan for your rapid response I'm also glad to have the same product that I have ordered. and special thanks to all the team of Daraz for being cooperative and responsive.,5,Positive
367,26,6,OPPO,Good Service.. Mobile recieved on time 👍,5,Positive
368,26,7,OPPO,Its owesome amazing,5,Positive
369,26,8,OPPO,good product orinal non active,5,Positive
370,26,9,OPPO,got the phone in 3 working days the packaging and the servive was amazing,5,Positive
371,26,10,OPPO,nice phone 📱🤳,5,Positive
372,26,11,OPPO,"Thanks, Daraz, for providing such a wonderful platform for us.. Thanks Oppo 👍 😊",5,Positive
373,26,12,OPPO,I have ordered A17 but I got A77s Thank you so much 😊😊😊,5,Positive
374,26,13,OPPO,mobile acha th pr deliver total 12 din m hoi,5,Neutral
375,26,14,OPPO,Oppo A17 4Gb + 64Gb it's a really great,5,Positive
376,26,15,OPPO,good that's my 6 th mobile from daraz,5,Positive
377,27,1,Samsung,"Recommended seller 💯 fast shipping, pin packed.This phone has been warranty active 6 weeks ago on manufacture date by Samsung. Phone is original and has not been repacked. The warranty is 24 months and will expire september 2025.So hurry up before your favorite color is sold out.",5,Positive
378,27,2,Samsung,"In description section it says: What's in the box = 1 Phone , 1 Charger. But there is no Charger in the box. I know Samsung latest phone don't have chargers anymore, But then, why did your write it Like that. Moreover, the description/Specification Style of this phone in the daraz store was the worst thing I have ever seen. Kindly hire someone good. Other then of that, Original Seller(Samsung Flagship Store) is Selling Original/Sealed mobile phones. Good Delivery Service. So overall 3 Star",3,Positive
379,27,3,Samsung,#RWC2. Genuine product with quick delivery.,5,Neutral
380,27,4,Samsung,#RWC2. Genuine product with quick delivery.,5,Neutral
381,27,5,Samsung,In-time delivery and exact product. Fully satisfied with Daraz and their 11.11 sale.,5,Positive
382,27,6,Samsung,Recommended sellar. Original product PTA approved. Deliver time to Lahore 3 days.,5,Positive
383,27,7,Samsung,Fast delivery. they sent what they showed.,5,Neutral
384,27,8,Samsung,"awesome phone,timely delivery",5,Positive
385,27,9,Samsung,awesome....,5,Neutral
386,27,10,Samsung,"excellent,",5,Positive
387,27,11,Samsung,"In description section it says: What's in the box = 1 Phone , 1 Charger. But there is no Charger in the box. I know Samsung latest phone don't have chargers anymore, But then, why did your write it Like that. Moreover, the description/Specification Style of this phone in the daraz store was the worst thing I have ever seen. Kindly hire someone good. Other then of that, Original Seller(Samsung Flagship Store) is Selling Original/Sealed mobile phones. Good Delivery Service. So overall 3 Star",3,Positive
388,27,12,Samsung,he log 2 3 br mere sath kr chuky h ye asa . 2 3 month purana used mobile bhejte . afsos daraz fraud sellers ko kuch nhi kheta,1,Negative
389,27,13,Samsung,The phone is fine but very conveniently they didn't inform that the phone isn't dual sim. Being sly gets you nowhere.,2,Positive
390,28,1,Samsung,mobile ki packing bhi achi ha.or original sumsang ki packing ki halat ma received howa ha dil khush kar diya daraz ki service na,5,Positive
391,28,2,Samsung,Nice Cell phone delivered safely but 1 thing is shameful that no adopter with mobile at this heavy price.. only data cable found in the box .. Great services by daraz,3,Positive
392,28,3,Samsung,"Thanks a lot Daraz for their phenomenal service and a great discount of 5000 the device is very reasonablekeeping the current situation of the inflation I would highly recommend this over all other Chinese brands the look and feel of the device is awesome same like the flagship series of samsung and performance is also acceptable overall the only drawback being the charger not included with the device, which adds another couple of thousand to the already inflated price But still I like the phone thanks again daraz for providing the great experience and service Thanks a lot Daraz 😊❣️💥",5,Positive
393,28,4,Samsung,Placed order on 14 sep and received on 16 September in afternoon. Packaging was intact. Sealed box. Received without any damage. It was a wonderful experience.,5,Positive
394,28,5,Samsung,mobile ki packing bhi achi ha.or original sumsang ki packing ki halat ma received howa ha dil khush kar diya daraz ki service na,5,Positive
395,28,6,Samsung,"The Samsung A14 is a solid choice for those seeking a budget-friendly smartphone. With 4GB of RAM and 128GB of storage, it handles daily tasks with ease and provides ample space for apps and media. The device's performance is snappy, and it runs apps smoothly. The camera quality is good for the price range, and the battery life is impressive. If you're looking for a reliable smartphone with a balance of performance and storage, the Samsung A14 won't disappoint.",5,Positive
396,28,7,Samsung,AoA Main daraz sy phly bhi orders krta hun but is order py mujy bohat kushi hui ha kun k ya order mujy diy gy time sy phly hi mill gya. Main is sy kush hua aor time py mari zarort puri ho gai aor mujy zada wait ni krna para. Product bhi theak ha.same as company paking. Thanks Allah Hafiz,5,Positive
397,28,8,Samsung,Original product Box packed - Thanks Daraz ❤️🥀,5,Positive
398,28,9,Samsung,V Goood,5,Neutral
399,28,10,Samsung,same as described original phone hai. aur colour b same bejhi hai thanks seler and daraz.,5,Positive
400,28,11,Samsung,Very fast service selar and orignal products and same color thanks daraz,5,Positive
401,28,12,Samsung,Time pr deliver hua ek dum fit and non active phone ha. And markt SE discount pr mila,5,Positive
402,28,13,Samsung,"The packing of the mobile was very good. The mobile was sent with great careI took the mobile on but my full amount has been charged,I request you to solve this problem",5,Positive
403,28,14,Samsung,its original Samsung phone but no charging adopter available in box,5,Negative
404,28,15,Samsung,#1111 #11.11 Amazing product and packaging. Though as mentioned by company there is no charger with this product.,5,Positive
405,29,1,Sparx,Deliver in 3 days No warrenty card No handfrees in box Only charger and low quality backcover in box Light weight Pakistan make set sparx Not Techno Spark Neo X But har cheez kam kar rahi hai design Acha hai Color Jo mangwaya wohi aya,4,Negative
406,29,2,Sparx,Bht acha mobile he .Thank you.EXCELLENT Service.Delivered on time.,5,Positive
407,29,3,Sparx,so reasonable so beautiful just like a woo ❤️😊😂 thanks daraz and thnks seller 👍,5,Positive
408,29,4,Sparx,Beautiful and nice produt recommended to all. seller is Honest ❤️.,5,Positive
409,29,5,Sparx,bhotttt shukrya Daraz original product hai... fast dilevry.. I am fully satisfied ☺️ thanks 👍🏻😊😊😊😊😊😊😊,5,Positive
410,29,6,Sparx,very nice mobile i love it it's worth it in this price,5,Positive
411,29,7,Sparx,Deliver in 3 days No warrenty card No handfrees in box Only charger and low quality backcover in box Light weight Pakistan make set sparx Not Techno Spark Neo X But har cheez kam kar rahi hai design Acha hai Color Jo mangwaya wohi aya,4,Negative
412,29,8,Sparx,good moblie thanks daraz but color is changed plz send same the which we order.JazakAllah,5,Positive
413,29,9,Sparx,Nice I like ♥️,5,Positive
414,29,10,Sparx,100% original and box 🎁 pack product,5,Positive
415,29,11,Sparx,very beautiful cell phone i relly happy,5,Positive
416,29,12,Sparx,it's amazing mobile phone,5,Positive
417,29,13,Sparx,camera result no no response seller fake items,1,Negative
418,29,14,Sparx,"Dear, ThaNk'S For You",5,Positive
419,31,1,Vgotel,befor 11.11 Sale Excellent Masha Allah and Jazak Allah for seller Allah karobar me barkat de same as shown or saller ne mujhe new dia stock abhi warrant start bhi nhi hui hai jan-24 se Dec-23 ki Warenty hai Thank You Seller & Daraz jitni Tareef ki jai kam hai 100% Geniun & Recomended,5,Positive
420,31,2,Vgotel,excelllent quality same as shown super sy bhi uper daraz sy jab bhi order kia A One rha i love daraz tanx seller also hamara itemaad bnanay k liay👩‍🎓,5,Positive
421,31,3,Vgotel,great it as shown it was my 6th order good experience highly recommanded daraz ...A weekness delivery is too slow..... thanks Daraz and seller...mob have no privacy system very bad,5,Positive
422,31,4,Vgotel,thank you daraz jesi chiz dikhai he same wahi bhji h wonderful amazing mobile,5,Positive
423,31,5,Vgotel,mashallah bohut acha h taba pack bahja hai recommend seller and the store♥️♥️♥️,5,Positive
424,32,1,Redmi,"well packed, buht hi acha original mobile,, very fast delivery within just 2 days. good seller, I'm very happy and satisfied, thanks",5,Positive
425,32,2,Redmi,mobile is 100% genuine....😍 sealed pack.... seller is so much co operative... 🥰 price is very low than other sellers or market....👍 recommended to all....👍👍 thanks 💚,5,Positive
426,32,3,Redmi,"Great seller, Awesome, thank you so much.recommended seller",5,Positive
427,32,4,Redmi,25 rupay ziada Lia but product acha aur original tha,5,Positive
428,32,5,Redmi,very very good working.. thanks seller very responsible person. very one close Ur eye and buy it.. 💖 seal pack,5,Positive
429,32,6,Redmi,مجھے اعلیٰ معیار کا موبائل فون ملا ہے اور سیلر بہت ایماندار، تیز رفتار اور اچھی سروس فراہم کرنے والا ہے، اس لیے میں اس کی سفارش تمام دوستوں سے کرنا چاہتا ہوں، شکریہ,5,Neutral
430,32,7,Redmi,100% satisfied.,5,Positive
431,32,8,Redmi,"Great seller, Awesome, thank you so much.recommended seller",5,Positive
432,32,9,Redmi,great deal...pta approved and plenty of ram 128gb.5000mah battery..hold warranty...so far good impression...hope to use it long time,5,Positive
433,32,10,Redmi,good packing and official phone delivered. also seller very cooperative and guided properly about warranty.,5,Positive
434,32,11,Redmi,"good, after oneday received",5,Positive
435,32,12,Redmi,"ontime delivery, well packed and very satisfied with the product .... seller recomended",5,Positive
436,32,13,Redmi,totally worth it. 100% recommended. such fast service.,5,Positive
437,32,14,Redmi,I'm use already he is very beautiful mobile,5,Positive
438,32,15,Redmi,very nice product same as shown,5,Positive
439,33,1,Samsung,"i loved the phone, its orignal n sealed brand new phone. Thank you seller.",5,Positive
440,33,2,Samsung,#11.11 excellent quality,5,Positive
441,33,3,Samsung,mujhe mbl receive howa hai good 👍 in time and same Samsung product Jo market mn 40000 mn mil rhi this wahine daraz pe 32500 mn Melissa hai,3,Positive
442,33,4,Samsung,Perfect thanks,5,Positive
443,33,5,Samsung,thanks,5,Positive
444,33,6,Samsung,excellent product,5,Positive
445,33,7,Samsung,good set box pack new with charger .,5,Positive
446,33,8,Samsung,Thanks to Glow Tech Original Product delivered,5,Positive
447,33,9,Samsung,fast delivery.original product with discount,5,Neutral
448,33,10,Samsung,thanks daraz and seller 👍,5,Positive
449,33,11,Samsung,Good,4,Positive
450,33,12,Samsung,mujhe mbl receive howa hai good 👍 in time and same Samsung product Jo market mn 40000 mn mil rhi this wahine daraz pe 32500 mn Melissa hai,3,Positive
451,33,13,Samsung,Pk dex courier service is very poor and slow,1,Negative
452,34,1,Xiaomi,Securely packed and delivered. Exactly as described and ordered. There was no Tech Sirat Warranty card in the box. So I have reservations there. Apart from the warranty card All is Well.,5,Positive
453,34,2,Xiaomi,Very good product and delivered on time. so far this year it is the best phone in 50K,5,Positive
454,34,3,Xiaomi,Received same as advertised with color,5,Neutral
455,35,1,Sparx,MashAllah this seller Rocks once again. shayed kuch pakistanio k isi imaandari k badolat hamara mulk abhi tak salamat hai. Allah apke karobar main bht barkat dey. Excellant product. market main is rate main box pack available nhi. pehlay bhi maine inse Itel ka mobile lia tha wo bhi bht acha tha. Thanks alot seller and specially for Daraz to provide such reliable platform for us. jazak Allah.,5,Positive
456,35,2,Sparx,not good mobile,2,Negative
457,35,3,Sparx,"Its not a good phone at all, Purana Software hy Q Mobile jesa chalta bi thk say nahi hy battery bi jaldi low krta hy, Sastay kay chakr ma apna time aur paisa waste na karen. .",1,Negative
458,35,4,Sparx,Amazing product. nice dealer,5,Positive
459,35,5,Sparx,noice,5,Neutral
460,35,6,Sparx,Good Qulity #1111,4,Positive
461,35,7,Sparx,"Its not a good phone at all, Purana Software hy Q Mobile jesa chalta bi thk say nahi hy battery bi jaldi low krta hy, Sastay kay chakr ma apna time aur paisa waste na karen. .",1,Negative
462,35,8,Sparx,not good mobile,2,Negative
463,35,9,Sparx,jasy many socha wesa he mera parsal tha. bahtreen paking the. or jo time deya gaya tha ussy bhe pahaly milla thanks daraz.,1,Positive
464,36,1,Redmi,very nice and Good packing...Jo dekha aur kaha tha wo hi received howa 3rd time received product and excellent Daraz..Thanks,5,Positive
465,36,2,Redmi,It was just awesome thanks daraz thank you so much Seller Same colour and outstanding service quick delivery...,5,Positive
466,36,3,Redmi,"Grey order kya thw or blue receive hua, Bx yehi waja h jw daraz pr trust ni hota",5,Positive
467,36,4,Redmi,Excellent experience. Received next day. Thank you so much daraz team.,5,Positive
468,36,5,Redmi,Colour blue select Kia tha msg bhe kia tha per black bhja baki mobile new hai orignal,5,Negative
469,36,6,Redmi,beaten service our zabardast prudect..,5,Negative
470,36,7,Redmi,"Excellent service. Deliver 2nd day of order... Pin pack device,wrapped with care. Good seller. Satisfied.",5,Positive
471,36,8,Redmi,flash delivery and original product,5,Positive
472,37,1,Redmi,"Very reasonable price, home delivery on the scheduled date, excellent packaging, unopened sealed phone box, approved from PTA, thank you daraz.",5,Positive
473,37,2,Redmi,So far it's good. Seems good. I'll update my review after checking thoroughly. By the way it's genuine product.,5,Positive
474,37,3,Redmi,100% genuine phone. Timely delivered. Satisfied with my order from daraz.pk highly recommended,5,Positive
475,37,4,Redmi,So far it's good. Seems good. I'll update my review after checking thoroughly. By the way it's genuine product.,5,Positive
476,37,5,Redmi,Very reasonable price. Very nice mobile. Delivery was in time. Parking was very good,5,Positive
477,37,6,Redmi,100% genuine phone. Timely delivered. Satisfied with my order from daraz.pk highly recommended,5,Positive
478,37,7,Redmi,Recommended to everyone. Fast delivery and product is 100% original. I have check all the spec. Thanks to seller. Fully satisfied.,5,Positive
479,37,8,Redmi,A very good phone at this price is the best phone in Pakistan. recommended buy and experience is very good 👍😊😊👍 look expensive phone. thanks 👍,5,Positive
480,37,9,Redmi,Love you,5,Positive
481,37,10,Redmi,it's Amazing . so Beautiful & amazing mobile. camera result is Packing is safe and sound. weldone daraz.,5,Positive
482,37,11,Redmi,alhamdulillah I received my parcel I very happy it's same as it within reasonable price. I recommend to all Buy this once.,5,Positive
483,37,12,Redmi,"Original product, very fast delivery within 36 hrs.. Good response from seller.. Good packaging.. ThankYou Daraz, ThankYou Seller, ThankYou Delivery Partner",5,Positive
484,37,13,Redmi,well packed and delivered on time. First time mobile order kia daraz azadi sale 🇵🇰 sy and buht acha experience gaya,5,Negative
485,37,14,Redmi,original product delivered within 48 hours. excellent service.,5,Positive
486,37,15,Redmi,everything is fine. men heran hn k type c charger nahi hy . bacj cover bui nai hy protector bhi nahi hu yeh sab lkha hua nahi tha.. magr me yeh smjh rha tha .. aj kal sab k sath ata hu tu sath huga...,5,Positive
487,38,1,Redmi,Best mobile in this price I recommend others to buy this specially from this seller Seller is very good responsive #ReviewWorldCup,5,Positive
488,38,2,Redmi,ماشا ﷲ اوریجنل پیکنگ اور فاسٹ ڈلیوری قابل اعتماد سیلر شکریہ,5,Neutral
489,38,3,Redmi,"Boht acha tajurba,raha, very kind perdon seller,,her bat ka boht achy sy reply kia,,mjhy ordrr jaldi chahye tha within 2 days mien order milgya,,box pack packing,,delivery bhi fast hui, ,Allah is seller k karobar mien taraqi dy",5,Positive
490,38,4,Redmi,ماشا ﷲ اوریجنل پیکنگ اور فاسٹ ڈلیوری قابل اعتماد سیلر شکریہ,5,Neutral
491,38,5,Redmi,very nice seller very coprative and very good product and service,5,Positive
492,38,6,Redmi,ایک بار پھر شکریہ اس اسٹور والے کے ساتھ میرا دوسرا تجربہ کامیابی سے مکمل ہوا۔,5,Neutral
493,38,7,Redmi,"Best seller very cooperative Mobile overall acha ha ,, sb perfect ha.... Pr sb se Acha seller ka ikhlaq ha jis trhan deal krty hain very nice... Will shop again InshaAllah",5,Positive
494,38,8,Redmi,really honest seller.. fast delivery service.. same as shown Jo dekha waise hi Aya box packed😍 I don't have pic now but I'll show pics very soon.. thank you so much seller and daraz😇 100% recommended 🤩🤩,5,Positive
495,38,9,Redmi,behtreen service daba pack set behtreen packing mein mily delivery bhe tym.sy pehly 3 din mein ho gae seller jaldi response karta hay highly recommended,5,Positive
496,38,10,Redmi,Great Seller. fast delivery and quick response chat service. 10 out of 10 for the seller.,5,Positive
497,38,11,Redmi,Good Product as per picture. Delivery on time. I am satisfied. I recommend this seller,5,Positive
498,38,12,Redmi,delivered on time.same as shown in pictures. thanks for your nice cooperation.,5,Positive
499,38,13,Redmi,received on time and best phone in this price range,5,Positive
500,38,14,Redmi,Abi SIM dal k use nai kiya baqi Sahi laga raha hai,4,Neutral
501,38,15,Redmi,awesome jitna suna Tha us Sy zyada acha,5,Positive
502,39,1,Tecno,"#11.11 The phone with the accessories seems fine but the back side of the phone in black color was not as shown in picture, rather it's kinda green and black mixed with a plain surface.",4,Positive
503,39,2,Tecno,"#11.11 The phone with the accessories seems fine but the back side of the phone in black color was not as shown in picture, rather it's kinda green and black mixed with a plain surface.",4,Positive
504,39,3,Tecno,"#11.11 The phone with the accessories seems fine but the back side of the phone in black color was not as shown in picture, rather it's kinda green and black mixed with a plain surface.",4,Positive
505,39,4,Tecno,"#11.11 The phone with the accessories seems fine but the back side of the phone in black color was not as shown in picture, rather it's kinda green and black mixed with a plain surface.",4,Positive
506,39,5,Tecno,"#11.11 The phone with the accessories seems fine but the back side of the phone in black color was not as shown in picture, rather it's kinda green and black mixed with a plain surface.",4,Positive
507,40,1,Samsung,"#11.11 i am very existed and happy, unbelievable delivery time👏, while a quality same as shown on daraz app store. I will highly recommended the seller. thank you 😊 for supplier’s and daraz.",5,Positive
508,40,2,Samsung,Great Mobile.,5,Positive
509,41,1,Tecno,Thanks for Daraz & Tecno Flagship store Mobile boat acha hai or pin packed hai deliver bhi 1 din hogya. I am very happy once againThanks for Daraz & Tecno Flagship store.,5,Positive
510,41,2,Tecno,This is my first experience buying a phone from Daraz. it's good for me. The phone is ok! non-repack/non-active. I am 100% satisfied for daraz only for this product only! Tecno 20 camon,5,Positive
511,41,3,Tecno,thank you so much Tecno Company Zaberdast mobile hy aaj hi lunching ceremony thi or aaj hi mil gaya once again thank you so much Tecno,5,Positive
512,41,4,Tecno,best experience with Daraz and best experience with this seller. great product and we'll packing.I satisfied with Daraz and with this store. best mobile Tecno Comman 20 with this price.,5,Positive
513,41,5,Tecno,This is my first experience buying a phone from Daraz. it's good for me. The phone is ok! non-repack/non-active. I am 100% satisfied for daraz only for this product only! Tecno 20 camon,5,Positive
514,41,6,Tecno,thank you so much Tecno Company Zaberdast mobile hy aaj hi lunching ceremony thi or aaj hi mil gaya once again thank you so much Tecno,5,Positive
515,41,7,Tecno,"thank you daraz mall, thank you tecno for this amazing experience. i have placed my order for tecno camon 20 pro as well hope i receive it in black color and in perfect condition as i received this one. thanks in advance",5,Positive
516,41,8,Tecno,The phone is awesome given the price tag with amoled display has good display and very little bazzles which makes the whole viewing experience good. processor should have been atleast helio G96 only this is the con. cameras are average.,5,Positive
517,41,9,Tecno,i really pleased to share my review regarding this awesome purchase..i am 100% satisfied with daraz and Techno official store..Device is genuine and packing of device was up to the mark. I extremely grateful to Daraz management. #11.11,5,Positive
518,41,10,Tecno,"Perfect phone is this price bracket.. cheaper then mobile market's price, market price 60k... extra discount on bank card btw delivered after a day.. over all experience 9.5/10",5,Positive
519,41,11,Tecno,bht hi acha mobile hai warranty card bhi sath hai or bht hi jaldi receive hoa hai,5,Neutral
520,41,12,Tecno,Received on time there is no user manual inside only PTA approved and warranty card. Overall good experience.,5,Positive
521,41,13,Tecno,Excellent fully satisfied with seller,5,Positive
522,41,14,Tecno,Buhat hi acha phone h,5,Neutral
523,41,15,Tecno,"it is very nice when i see mobile ,doba pack aur boht good ho gya Allah naseeb may karay .jazakallah",5,Positive
524,42,1,Xiaomi,"Genuine and Excellent Product. Loved the fast delivery and the mobile itself. Thanks #11.11 got it on discount. will recommend the seller and Daraz to others for quality and speed. Excellent Packing as well, Package packed in bubble wrap and was originally a sealed pin pack box. All accessories included, only handsfree missing by the company...😭 Other than that The feel of the mobile is amazing, is light weight and fast... Applied 144hz from get go. Was a lovely experience by Daraz. Thanks!",5,Positive
525,42,2,Xiaomi,I got my parcel timely I'm satisfied with my purchase. I bought it in official price before 11.11 but no gift 🎁,2,Positive
526,42,3,Xiaomi,"order placed on 15th and received today (21.09.23) daraz should work on speedy delivery. packing was good. the box was sealed packed and includes a mobile, a transparent cover, sim eject pin, cable and a 67w charger. trusted supplier. the only week point of the seller is that it doesn't reply instantly. takes too much time for reply even replied after 2 to 3 days. any ways .... thanks to daraz and the supplier. Happy yo receive my order.",5,Positive
527,42,4,Xiaomi,"Really liked the phone. Bought it in 11.11 sale. it's display, speed and overall performance is amazing. And obviously for camera just one word it's awesome. delivered in 3 4 days. Trusted seller. Highly recommended this phone if you have budget of 150k",5,Positive
528,42,5,Xiaomi,A very nice Xiaomi 13T model I am buying a Daraz 11.11 sale.,5,Positive
529,42,6,Xiaomi,Sharing my review after 1 day use. So far so good. Delivery was a bit late and packing was not perfect but product was not damaged. I'll edit the review 7 day use.,5,Positive
530,42,7,Xiaomi,Same as shown in the picture and cheaper from the local market.,5,Neutral
531,42,8,Xiaomi,As described and timely delivered. Genuine product with all seals were intact when received.,5,Positive
532,42,9,Xiaomi,"Excellent Product Quality,, Original Product And Charger,, Highly Recommended.",5,Positive
533,42,10,Xiaomi,"xiaomi 13T is official from Xiaomi.Good device.I bought 155,999 discount of 15000 because there is voucher of bank and also there is 11.11 sale. Device is Genuine.Packing is awesome with bubble paper to decrease the loss of device. #11.11",5,Positive
534,42,11,Xiaomi,Classy but price is quite high,5,Positive
535,42,12,Xiaomi,"original product, arrived safely with warranty.",5,Positive
536,42,13,Xiaomi,"Delivered superfast next day, very nice phone.",5,Positive
537,42,14,Xiaomi,Excellent service and product.,5,Positive
538,42,15,Xiaomi,Highly satisfied with the box pack pin pack non active device. Pta approved and this blue color is love,5,Positive
539,43,1,Infinix,Mobile is original as shown in the picture I give 5 Star to the seller honest seller But the leopard courier is third class delivery they could not deliver thier behaviour is very rude,5,Negative
540,43,2,Infinix,Bohat zabardast phone aya h same as shown mujha pehla dar tha k fake na ho but ya fake nai tha 10/10 ❤️❤️❤️,5,Negative
541,43,3,Infinix,#11.11 .Excellent service by daraz.purchase on installment cheaper then market.thanks daraz,5,Positive
542,43,4,Infinix,😍Very authentic seller❤️thank you so much✨ received in a great condition and delivery was also fast...much better price on daraz 11.11 sale... it's PTA approved also 👍 recommended ✅ #11.11,5,Positive
543,43,5,Infinix,#11.11 .Excellent service by daraz.purchase on installment cheaper then market.thanks daraz,5,Positive
544,43,6,Infinix,Good infinix Moblie And PTA Aproved Mobile Good sellar,5,Positive
545,43,7,Infinix,#11.11 Good quality original product Good packing & Good daraz sarvice thx sellar & DARAZ,5,Positive
546,43,8,Infinix,exellent,5,Neutral
547,43,9,Infinix,with this vendor I HV placed many times and I get delivery on very next day always. I don't know the trick of this vendor how he delivers on very next day. always he sends the right product and same color as per order always and with good packing he sends,5,Positive
548,43,10,Infinix,I received Original PTA Approved Infinix Hot 30 mobile phone packing was excellent 👍 the phone is exactly what i expected delivery time was very quick and i also recommend others to purchase phones from this seller. The seller is very honest and committed.,5,Positive
549,43,11,Infinix,excellent service received on time all things good 👍,5,Positive
550,43,12,Infinix,Original product & Fast delivery.. seller recommend,5,Positive
551,43,13,Infinix,Received first day of given Date.,5,Neutral
552,43,14,Infinix,Received safely and on time. However I was sent white color while I ordered black.,5,Positive
553,43,15,Infinix,Very Quick delivery.. Original product,5,Positive
554,44,1,Infinix,Meny jo socha tha us sy kahi gunna ziyad achi cheez paayi bhut zabadast hai hai dabba pack and One year warranty m,5,Neutral
555,44,2,Infinix,thnx sir muja umeed nahe ti muja atna Acha or bahtreen mobile mali g thnx team & thnx draz😘😘😘😘,5,Neutral
556,44,3,Infinix,"The phone is a star and the seller is a gem. I am always an Infinix phone lover but this one is the best of all. Phones speaker sound quality is pretty good with JBL and HiRes sound. All round fast charging works with any PD 3 charger, irrespective of brand and cable. screen brightness is excellent even if not AMOLED. The golden leather back add premium and flagship look to the phone. Thanks to the seller for answering the queries promptly and sending the pin packed, unactivated phone",5,Positive
557,44,4,Infinix,Amazing mobile phone. good delivery time.,5,Positive
558,44,5,Infinix,MA SHA ALLAH jo order kia tha woi same mila ha Mobile bhut zeberdast ha use krnay main. excellent Bint e saeed and draz...,5,Positive
559,44,6,Infinix,Meny jo socha tha us sy kahi gunna ziyad achi cheez paayi bhut zabadast hai hai dabba pack and One year warranty m,5,Neutral
560,44,7,Infinix,thnx sir muja umeed nahe ti muja atna Acha or bahtreen mobile mali g thnx team & thnx draz😘😘😘😘,5,Neutral
561,44,8,Infinix,Original Mobile phone 📱 Thanks Daraz 😊😊,5,Positive
562,44,9,Infinix,Bohut acha phone hai or MASHAALLAH sa delivery bhi time par hui hai or jo mena color bola tha wohi bhaja hai thank yoy so much,5,Positive
563,44,10,Infinix,Service and product both are great must be recommended this seller,5,Positive
564,44,11,Infinix,ماشاءاللہ جی بہت اچھا موبائل ہے میرے بیٹے کو بہت پسند ایا ہے اور میں چاہ رہا ہوں کہ اس میں ایک سیٹ میں انشاءاللہ 30 پرو بھی منگواؤں,5,Neutral
565,44,12,Infinix,amazing delivery before time .. excellent experience.... best seller recommended,5,Positive
566,44,13,Infinix,#11.11,5,Neutral
567,44,14,Infinix,The product is good.The seller is also replying to every question..This is my first phone and sho happy lol,5,Positive
568,44,15,Infinix,a nice packing and fastest delivery in sale. i am really impressed now from daraz.,5,Positive
569,45,1,Redmi,"well and protected packed, delivered well before defined time. original and PTA approved device. and yes prices were more competitive than other sellers on Redmi store. just seller need to improve chat response and response time whereas he also responded chat and ensured proper and regional product delivery. good experience with seller so far.",5,Positive
570,45,2,Redmi,"Booked on 11.11.23 and delivered on 15.11.23 i.e fast delivery, original and same product i ordered. Well packaged but warranty card is not available in th box.",4,Positive
571,45,3,Redmi,"Very good service by seller, this is my second order. Product delivered on time and accuretly.",5,Positive
572,45,4,Redmi,nice set! best quality and best price.,5,Positive
573,45,5,Redmi,Mashallah Bohot Payra Mobile ha 😍😍 Honest seller and value for money 💰,5,Positive
574,45,6,Redmi,Nice Product.,5,Positive
575,45,7,Redmi,Nice,5,Positive
576,45,8,Redmi,"Booked on 11.11.23 and delivered on 15.11.23 i.e fast delivery, original and same product i ordered. Well packaged but warranty card is not available in th box.",4,Positive
577,45,9,Redmi,"It was a wonderful experience and I'm satidfied with the product, its seller and delivery service, thanks daraz and thanks seller..",5,Positive
578,45,10,Redmi,Received my phone with in the advised lead time. All good and i will give 100,5,Positive
