,Product ID,Company,Product Name,Price,Rating,Total Ratings,Total Questions Answered,Specifications,Link
0,1,Samsung,Samsung A14 4GB/64GB - 5000 mAh Battery - 6.6' Display - Android 13,"Rs. 34,999",4.4,188,336,"[""• Samsung A14 with 4GB/64GB memory.• 5000 mAh battery for long-lasting use.• 6.6' display for immersive viewing experience.• Latest Android 13 operating system.""]",https://www.daraz.pk/products/samsung-a14-4gb64gb-5000-mah-battery-66-display-android-13-i436839264-s2101404094.html?search=1
1,2,Redmi,Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,"Rs. 49,999",4.7,401,-,['Redmi Note 12 8GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty'],https://www.daraz.pk/products/redmi-note-12-8-gb-ram-128gb-rom-pta-approved-mobile-phone-with-1-year-brand-warranty-i429185340-s2040915791.html?search=1
2,3,Infinix,Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,"Rs. 64,499",4.7,152,217,"['Release Date 2023-05-22', 'SIM Support Dual SIM (Nano-SIM, dual stand-by)', 'Phone Dimensions 162.7 x 76 x 8.2 mm', 'Phone Weight 203 g', 'Operating System Android 13, XOS 13', 'Display', 'Screen Size 6.67 inches', 'Screen Resolution 1080 x 2400 pixels', 'Screen Type AMOLED, 1B colors, 120Hz, 900 nits (peak)', 'Screen Protection N/A', 'Memory', 'Internal Memory 256 GB', 'RAM 8 GB', 'Card Slot microSDXC (dedicated slot)', 'Performance', 'Processor Mediatek MT8781 Helio G99', 'GPU Mali-G57 MC2', 'Battery', 'Type Li-Po 5000 mAh, non-removable', 'Camera', 'Front Camera 32 MP', 'Front Flash Light Yes', 'Front Video Recording 1080p@30fps', 'Back Flash Light Yes', 'Back Camera 108 MP + 2 MP + 2 MP', 'Back Video Recording 1440p@30fps, 1080p@30fps', 'Connectivity', 'Bluetooth Yes']",https://www.daraz.pk/products/infinix-note-30-pro-8-256-gb-pta-approved-with-official-1-year-warranty-i436821010-s2101334479.html?search=1
3,4,Redmi,Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,"Rs. 19,399",4.7,367,-,['Display: 6.52” HD+ Dot Drop displayResolution: 1600×720 HD+Processor: MediaTek Helio G36Storage: Expandable Storage up to 1TBOperating System: Android 12 (Go Edition)Rear Camera: 8MP main cameraFront Camera: 5 MP CameraBattery: 5000mAh (typ) high-capacity batteryCharging: 10W fast charging | Micro USBDimensions: 164.9×76.75×9.09mmWeight: 192gAudio: 3.5mm headphone jack'],https://www.daraz.pk/products/redmi-a2-3gb64gb-mediatek-helio-g36-android-12-5000-mah-battery-i430451931-s2051820850.html?search=1
4,5,Realme,Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,"Rs. 32,999",4.2,93,141,"[""'Colour"", 'Xanh Tia Chop = Lightning Blue', 'đen = Black']",https://www.daraz.pk/products/realme-narzo-50a-prime-4gb-128gb-pta-approved-with-official-1-year-warranty-i436801398-s2101274808.html?search=1
5,6,Redmi,Redmi note 12 8GB RAM -128GB ROM PTA APPROVED OFFICIAL WARRANTY SUPER FAST CHARGING,"Rs. 50,499",3.3,122,1,"['Display6.67"" AMOLED DotDisplayRefresh rate: 120HzBrightness: 450 nits (typ), HBM 700 nits (typ), 1200 nits peak brightnessContrast ratio: 4,500,000:1DCI- P3 wide color gamutResolution: 2400 x 1080Sunlight displayReading modeDesign165.66*75.96*7.85mm183.5gOnyx Gray, Mint Green, Ice BlueRear camera50MP main camera50Mf/1.88MP ultra-wide cameraf/2.2120°2MP macro cameraf/2.4Rear camera video recording1080p 1920x1080 | 30fps720p 1280x720 | 30fpsFront camera13MP front cameraf/2.45Front camera video recording1080p 1920x1080 | 30fps720p 1280x720 | 30fpsChipsetSnapdragon® 685CPU: Octa-core CPU, up to 2.8GHzGPU: Adreno 6106nm manufacturing processMemory4+128/6+128/8+128GBLPDDR4X + UFS2.2Expandable storage up to 1TB*Available storage and RAM are less than the total memory due to storage of the operating system and software pre-installed on the device.**Actual support and compatibility of memory cards may vary between manufacturers.Battery5000mAh (typ)Charging33W fast charging33W in-box chargerUSB-CCooling systemGraphiteSecurity & AuthenticationSide fingerprint sensorAI Face UnlockConnectivityDual SIM + microSD2G: GSM: 850 900 1800 1900MHz3G: WCDMA:1/5/84G: LTE FDD:1/3/5/7/8/20/284G: LTE TDD:38/40/41Bluetooth 5.0Wi-Fi Protocol: 802.11a/b/g/n/acVibration motorCoin vibration motorWater & Dust ResistanceIP53NavigationGPS: L1 ｜GLONASS: G1 | Compass: B1 | Galileo E1Audio3.5mm headphone jackSensorProximity sensor | Ambient light sensor | Accelerometer | Electronic compass | IR blaster ｜GyroscopeUI and systemMIUI 14 based on Android 13']",https://www.daraz.pk/products/redmi-note-12-8gb-ram-128gb-rom-pta-approved-official-warranty-super-fast-charging-i421521093-s1991845039.html?search=1
6,7,Infinix,"Infinix Note 30 8GB/128GB - Android 13 - 6.78"" Display - 5000 mAh Battery","Rs. 43,499",4.2,89,145,"['• Infinix Note 30 with 6.78"" display and 5000mAh battery.• 8GB RAM and 128GB storage capacity.• Runs on Android 13 operating system.']",https://www.daraz.pk/products/infinix-note-30-8gb128gb-android-13-678-display-5000-mah-battery-i436820987-s2101357944.html?search=1
7,8,Tecno,Tecno SPARK 10 PRO 8GB RAM - 256GB ROM PTA APPROVED OFFICIAL BRAND WARRANTY,"Rs. 38,450",4.6,86,-,['Starry Black/Pearl White/Magic Skin(Black and White) / Magic Magenta'],https://www.daraz.pk/products/tecno-spark-10-pro-8gb-ram-256gb-rom-pta-approved-official-brand-warranty-i436994487-s2101829511.html?search=1
8,9,SPARX,"SPARX NEO 7 ULTRA 6+128GB || 6.7"" DISPLAY || 5000mAh BATTERY || OCTA CORE PROCESSOR || FAST CHARGING || PTA APPROVED || ONE YEAR BRAND WARRANTY","Rs. 30,499",4.4,94,225,['Sparx has officially launched the Neo 7 series with a brand new Ultra variant.'],https://www.daraz.pk/products/sparx-neo-7-ultra-6128gb-67-display-5000mah-battery-octa-core-processor-fast-charging-pta-approved-one-year-brand-warranty-i423781498-s2073410404.html?search=1
9,10,vivo,vivo Y17s - 6GB RAM - 128GB ROM - 5000mAh Battery - 50+2 MP Camera - Helio G85 Processor,"Rs. 44,999",4.8,63,57,['Processor MediaTek Helio G85'],https://www.daraz.pk/products/vivo-y17s-6gb-ram-128gb-rom-5000mah-battery-502-mp-camera-helio-g85-processor-i434216463-s2082615909.html?search=1
10,11,Samsung,Samsung Galaxy A14 6GB+128GB,"Rs. 54,999",4.3,110,-,['Samsung A14 6/128'],https://www.daraz.pk/products/samsung-galaxy-a14-6gb128gb-i422210787-s1998035735.html?search=1
11,12,Redmi,"Redmi 12C - 6.71"" Inch Display - 4GB RAM","Rs. 25,990",4.5,70,30,['1 Year Brand Warranty'],https://www.daraz.pk/products/redmi-12c-671-inch-display-4gb-ram-i425222112-s2014006595.html?search=1
12,13,Redmi,Redmi A2+ || 3GB Ram 64GB Rom || 5000mAh Battery Xiaomi Redmi A2 Plus,"Rs. 19,999",4.7,109,-,"['ProcessorMediaTek Helio G36CPU: Up to 2.2GHzStorage & RAM2GB+32GB | 3GB+32GBLPDDR4X + eMMC 5.1Supports expandable storage up to 1TBDimensionsHeight: 164.9mmWidth: 76.75mmThickness: 9.09mmWeight: 192g*Data provided by internal laboratories. Industry measurment methods may vary, and therefore actual results may differ.Display6.52” HD+ Dot Drop display1600 x 720 HD+20:9 aspect ratioSupports Night LightRear Camera8MP main cameraf/2.0Auxiliary lens**Auxiliary lens refers to QVGA lens with an active pixel array of 248 x 328.Rear video recording1080p | 1920 x 1080 at 30fps720p | 1280 x 720 at 30fpsFront Camera5MPf/2.2Front video recording1080p | 1920 x 1080 at 30fps720p | 1280 x 720 at 30fpsBattery and Charging5000mAh (typ)10W fast charging10W in-box chargerMicro USBSecurityRear fingerprint sensorNetwork & ConnectivityDual SIM + microSDNetwork bands2G: 850 900 1800 1900MHz3G: 1/5/84G: LTE FDD: B1/3/5/7/8/20/284G: LTE TDD: B38/40/41Wireless NetworksSupports 2.4GHz Wi-FiSupports FM radio* (with headphones)Bluetooth 5.0*The FM function requires the use of wired headphones and may vary across regions.Navigation & PositioningGPS L1 | Glonass G1 | BDS B1I | Galileo E1Audio3.5mm headphone jackSensorsAccelerometerOperating SystemAndroid 12 (Go Edition)Package ContentsRedmi A2+/ Adapter/ USB cable / SIM eject tool / Warranty card / User guide']",https://www.daraz.pk/products/a2-3gb-64gb-5000mah-i430324944-s2050666136.html?search=1
13,14,Samsung,Samsung Galaxy A24 8GB+128GB,"Rs. 72,999",4.6,97,-,['Samsung Galaxy A24 - RAM 8 GB - ROM 128 GB - Available in 3 colors - Official Brand Stock - PTA APPROVED'],https://www.daraz.pk/products/samsung-galaxy-a24-8gb128gb-i427414634-s2030038838.html?search=1
14,15,Infinix,"Infinix Hot 30 , 8GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery","Rs. 36,999",4.9,133,182,['6.78 InchesDisplay'],https://www.daraz.pk/products/30-8gb-128gb-50mp-5000mah-i432054677-s2064260237.html?search=1
15,16,Samsung,Samsung Galaxy A04 4GB+64GB,"Rs. 42,999",4.6,144,-,['Samsung Galaxy A04'],https://www.daraz.pk/products/samsung-galaxy-a04-4gb64gb-i421205430-s1988618927.html?search=1
16,17,Sparx,Sparx neo 7 ultra 8GB RAM 128GB ROM || 50 MP dual camera || 5000mAh battery || PTA approved || 1 year brand warranty,"Rs. 32,999",4.3,34,75,"['DETAILS OF SPARX NEO 7 ULTRA 8+128GB· Display: 6.52""· Camera: 50MP + 2MP | 13MPSelfie· USB: MicroUSB2.0· Battery: Li-Po 5000mAh,Non-removable· Fast Charging: Fast Charging18W· Memory: 128GB ROM 8GB RAM· Processor: Octa-Core· Technology: GSM / HSPA / LTE· Sim: Dual Sim (Nano-Sim, dualstand-by)· OS: Andriod 12· WLAN: Wi-Fi 802.11 a/b/g/n/ac,Hotspot· Bluetooth: 5.1, A2DP, LE· GPS: GPS, A-GPS· NFC: No· Radio: FM Radio']",https://www.daraz.pk/products/sparx-neo-7-ultra-8gb-ram-128gb-rom-50-mp-dual-camera-5000mah-battery-pta-approved-1-year-brand-warranty-i432785193-s2114126786.html?search=1
17,18,itel,itel A60s 4GB RAM* +128GB ROM 6.6″ HD+ Display 5000mAh Battery PTA approved Official Brand Warranty,"Rs. 22,399",4.7,86,-,['6.6″ HD+ Display'],https://www.daraz.pk/products/itel-a60s-4gb-ram-128gb-rom-66-hd-display-5000mah-battery-pta-approved-official-brand-warranty-i432849791-s2069109931.html?search=1
18,19,Itel,"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM","Rs. 27,999",4.5,38,54,['1 Year Brand Warranty'],https://www.daraz.pk/products/itel-s23-66-inch-display-8gb-8gb-ram-128gb-256gb-rom-i427991771-s2034404169.html?search=1
19,20,Samsung,Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,"Rs. 29,999",4.5,44,37,"['General FeaturesRelease Date2022-02-28SIM SupportSingle SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)Phone Dimensions164.4 x 76.3 x 9.1 mmPhone Weight192 gOperating SystemAndroid 12, One UI Core 4.1DisplayScreen Size6.5 inchesScreen Resolution720 x 1600 pixelsScreen TypePLS LCD Capacitive Touchscreen, 16M Colors, MultitouchScreen ProtectionN/AMemoryInternal Memory64GBRAM4/GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessor2.35 Ghz Octa CoreBatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera5 MPFront Flash LightNoFront Video RecordingYesBack Flash LightYesBack Camera50 MP + 2 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioN/AWiFiYesNFCNo']",https://www.daraz.pk/products/samsung-galaxy-a04-4gb-64gb-official-pta-approved-official-warranty-i438355041-s2122292352.html?search=1
20,21,Redmi,"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging","Rs. 29,999",4.8,67,56,"['Display: 6.71"" Dot Drop display']",https://www.daraz.pk/products/12c-4gb-128gb-50-mp-al-5000-mah-i430225803-s2080865730.html?search=1
21,22,Infinix,"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging","Rs. 46,999",4.8,100,217,"['ProcessorCPUOcta-core (2 x 2.2 GHz Cortex-A76 + 6 x 2.0 GHz Cortex-A55) ChipsetMediatek MT8781 Helio G99 (6nm) GPUMali-G57 MC2 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.78 Inches Resolution1080 x 2460 Pixels (~396 PPI) Extra Features120Hz, 580 nits (peak) MemoryBuilt-in128/256GB Built-in, 8GB RAM, UFS CardmicroSDXC (dedicated slot) CameraMainTriple Camera: 64 MP, f/1.7, (wide), 1/2"", PDAF + 2 MP, f/2.4, (depth) + QVGA, Quad LED Flash FeaturesPhase detection, Geo-tagging, Panorama, HDR, Video (1440p@30fps, 1080p@30/60fps) Front16 MP, f/2.0, (wide), LED flash, HDR, Video (1080p@30fps)']",https://www.daraz.pk/products/30-8gb-256gb-64mp-5000mah-i430239285-s2059656609.html?search=1
22,23,itel,itel A60s 6.6″ HD+ Display | 8+128GB Storage | HD+ display | 8MP Dual Rear Camera,"Rs. 22,749",4.4,19,54,['6.6″ HD+ Display'],https://www.daraz.pk/products/itel-a60s-66-hd-display-8128gb-storage-hd-display-8mp-dual-rear-camera-i433726040-s2090405685.html?search=1
23,24,Honor,Honor X5 Dual SIM 2GB RAM 32GB 4G 1Year Official Warranty,"Rs. 19,999",4.7,87,85,"['Honor X5 Dual SIM 2GB RAM 32GB ROM 4G 1Year Official Warranty:Dimension164 x 75.6 x 8.9 mmWeight193 gBatteryNon-removable Li-Po 5000mAh BatteryOSAndroid 12 (Go edition)Memory32GB built-in, 2GB Ram Card slot microSDXCProcessorOcta-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53) Mediatek MT6762 Helio G25 (12 nm) GPU PowerVR GE8320ConnectivityBluetooth 5.1, A2DP, LE USB microUSB 2.0, OTG ,WLAN (Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot), GPRS, EDGE, 3G HSPA,4G LTEDisplay Size6.5 inches , Sensors Accelerometer, proximityDisplay ColorsTFT IPS LCD capacitive touchscreen, 16M colors 720 x 1600 pixels, (270 ppi density)Operating FrequencySIM1: GSM 850 / 900 / 1800 / 1900 SIM2: GSM 850 / 900 / 1800 / 1900BrowserHTML5Body ColorsSunrise Orange , Ocean Blue , Midnight BlackEntertainmentFM Radio, 3.5mm audio jack, MP4/H.263/H.264/WMV player, MP3/eAAC+/WMA/WAV player, YouTube, Google Talk, Games (built-in + downloadable)CameraSingle :8MP, f/2.0, (wide), AF LED flash Video 1080p@30fps SELFIE CAMERA Single 5 MP, f/2.2, (wide) Video 1080p@30fpsRing TonesMP3, WAV ringtonesMessagingSMS(threaded view), MMS, Email, Push Mail, IMOther FeaturesGPS, GLONASS, GALILEO, BDS Dual SIM + Micro Sim, dual stand-by), Photo/video editor, Document viewer, Google Search, Maps, Gmail, Document viewer, Speakerphone']",https://www.daraz.pk/products/honor-x5-dual-sim-2gb-ram-32gb-4g-1year-official-warranty-i421054632-s1988619536.html?search=1
24,25,VGOTEL,VGOTEL NOTE 23 8+8=16GB RAM 256GB ROM = 5000mAh BATTERY,"Rs. 30,999",5.0,1,41,"['6.78""', 'Inches']",https://www.daraz.pk/products/23-8-8-16gb-256gb-5000mah-i438405502-s2132478338.html?search=1
25,26,OPPO,OPPO A17 4GB + 64GB 5000mAh Battery,"Rs. 36,999",4.7,49,87,['Stylish Design Luxury and premium look '],https://www.daraz.pk/products/oppo-a17-4gb-64gb-5000mah-battery-i422151695-s1997383387.html?search=1
26,27,Samsung,Samsung Galaxy A54 8GB+256GB,"Rs. 128,999",4.6,21,-,"['6.4 inches, 100.5 cm2 (~82.9% screen-to-body ratio)Android 13, One UI 5.150 MP, f/1.8, (wide), 1/1.56"", 1.0µm, PDAF, OIS 12 MP, f/2.2, 123˚ (ultrawide), 1.12µm 5 MP, f/2.4, (macro)Li-Po 5000 mAh, non-removable']",https://www.daraz.pk/products/samsung-galaxy-a54-8gb256gb-i432674368-s2125093041.html?search=1
27,28,Samsung,Samsung Galaxy A14 4GB+128GB,"Rs. 51,999",4.7,162,-,['Samsung A14 4/128'],https://www.daraz.pk/products/samsung-galaxy-a14-4gb128gb-i422211748-s1998041160.html?search=1
28,29,Sparx,Sparx Neo X || 4GB RAM 64GB ROM || 50MP +2MP Camera || 5000mAh Battery || PTA Approved || 1 Year Brand Warranty,"Rs. 25,999",4.7,20,70,"['Sparx Neo X SIM Support Dual Sim, Dual Standby (Nano-SIM) Phone Dimensions N/A Phone Weight N/A Operating System Android 12 OS Display Screen Size 6.5 Inches Screen Resolution 720 x 1600 Pixels Screen Type IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Screen Protection N/A Memory Internal Memory 64 GB RAM 4 GB Card Slot Yes Performance Processor Mediatek Helio G37 Octa core Processor GPU PowerVR Battery Type 5000 mAh Camera Front Camera 8 MP Front Flash Light N/A Front Video Recording Yes Back Flash Light Yes Back Camera 50 MP + 2 MP + AI Back Video Recording Yes Connectivity Bluetooth Yes 3G Yes 4G/LTE Yes 5G No Radio Yes WiFi Yes NFC No']",https://www.daraz.pk/products/sparx-neo-x-4gb-ram-64gb-rom-50mp-2mp-camera-5000mah-battery-pta-approved-1-year-brand-warranty-i429329343-s2045915202.html?search=1
29,30,VGOTEL,VGOTEL Note 23 || 8GB+8GB RAM 256GB ROM || 5000mAh Battery,"Rs. 30,999",-,No,-,['General FeaturesRelease Date2023-11-14SIM SupportDual SimPhone DimensionsN/APhone WeightN/AOperating SystemAndroidDisplayScreen Size6.78 InchesScreen Resolution1080 x 460Screen TypeFHD+Screen ProtectionN/AMemoryInternal Memory256 GBRAM8 GB + 8 GB ExtendedCard SlotN/APerformanceProcessorMediaTek Helio G99 6nmGPUN/ABatteryType5000 mAhCameraFront Camera16 MPFront Flash LightN/AFront Video RecordingYesBack Flash LightYesBack Camera50 MP Triple AiBack Video RecordingYesConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioN/AWiFiYesNFCN/A'],https://www.daraz.pk/products/23-8gb-8gb-256gb-5000mah-i438924368-s2124853901.html?search=1
30,31,Vgotel,Vgotel New 12 - 2GB RAM 64GB ROM - 6.52 Inches Display - 5000mAh Battery,"Rs. 16,999",5.0,8,26,['6.52 inchesDisplay'],https://www.daraz.pk/products/12-2gb-64gb-652-5000mah-i425521808-s2015916870.html?search=1
31,32,Redmi,Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,"Rs. 28,999",4.9,36,28,"['BuildOSAndroid 12 OS UIMIU1 13 Dimensions168.8 x 76.4 x 8.8 mm Weight192 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsBlack, Blue, Mint, Violet Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900']",https://www.daraz.pk/products/12c-4gb-1-000-gb-10w-i426364045-s2024317570.html?search=1
32,33,Samsung,Samsung Galaxy A04s 4GB - 128GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,"Rs. 39,999",4.7,25,31,['Official PTA Approved'],https://www.daraz.pk/products/samsung-galaxy-a04s-4gb-128gb-official-pta-approved-official-warranty-i429492323-s2045838409.html?search=1
33,34,Xiaomi,"Xiaomi Note 12 , 8GB RAM 128GB ROM , 50MP Main Camera , Finger Sensor , 5000mAh Fast Chargiing","Rs. 49,999",5.0,4,6,"['ProcessorCPUOcta-core (4 x 2.8 GHz Cortex-A73 + 4 x 1.9 GHz Cortex-A53) ChipsetQualcomm SM6225 Snapdragon 685 (6 nm) GPUAdreno 610 DisplayTechnologyAMOLED Capacitive Touchscreen, 16M Colors, Multitouch Size6.67 Inches Resolution1080 x 2400 Pixels (~395 PPI) ProtectionCorning Gorilla Glass 3 Extra Features120Hz, 450 nits (typ), 700 nits (HBM), 1200 nits (peak) MemoryBuilt-in128GB Built-in, 8GB RAM, UFS 2.2 CardNo CameraMainTriple Camera: 50 MP, f/1.8, (wide), 1/2.76"", PDAF + 8 MP, f/2.2, (ultrawide), 1/4"" + 2 MP, f/2.4, (macro), LED Flash FeaturesGeo-tagging, Phase detection, touch focus, HDR, Panorama, Video (1080p@30fps) Front13 MP, f/2.5, (wide), 1/3.0"", HDR, Video (1080p@30fps)']",https://www.daraz.pk/products/12-8gb-128gb-50mp-5000mah-i429660348-s2045859828.html?search=1
34,35,Sparx,"Sparx S7 2GB Ram 32GB Rom Tripple Camera 4000mAh Battery 5.45"" Display with One year brand warranty and PTA Approved","Rs. 14,999",3.6,11,31,['• The Sparx S7 boasts 2GB RAM and 32GB ROM for efficient performance.'],https://www.daraz.pk/products/sparx-s7-2gb-ram-32gb-rom-tripple-camera-4000mah-battery-545-display-with-one-year-brand-warranty-and-pta-approved-i434688222-s2089434696.html?search=1
35,36,Redmi,"Redmi Note 12 8GB Ram 128GB Rom, Display Size 6.67 Inches, Battery Capacity 5000 mAh , Fast charging 33W","Rs. 49,999",4.7,15,34,"['BuildOSAndroid 13 OS UIMIUI 14 Dimensions165.7 x 76 x 7.9 mm Weight183 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsOnyx Gray, Mint Green, Ice Blue Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900']",https://www.daraz.pk/products/12-8gb-128gb-667-5000-mah-33w-i432482913-s2064737683.html?search=1
36,37,Redmi,Redmi 12C 4GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,"Rs. 26,999",4.7,198,-,['Redmi 12C RAM: 4GB ROM: 128GB Official Brand Stock 1 Year Brand Warranty Available in 4 colours'],https://www.daraz.pk/products/redmi-12c-4gb-ram-128gb-rom-pta-approved-mobile-phone-with-1-year-brand-warranty-i425103339-s2013166151.html?search=1
37,38,Redmi,"Redmi A2 Plus , 3GB RAM 64GB ROM , 8MP Main Camera , Fingerprint , 5000mAh Fast Charging","Rs. 19,999",4.5,38,36,"['BuildOSAndroid 12 Go edition UIMIUI Dimensions164.9 x 76.8 x 9.1 mm Weight192 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsLight Green, Light Blue, Black Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900']",https://www.daraz.pk/products/a2-3gb-64gb-8mp-5000mah-i431415621-s2075020731.html?search=1
38,39,Tecno,Tecno CAMON 20 8GB RAM-256GB ROM 5000MAH BATTERY PTA APPROVED OFFICIAL BRAND WARRANTY,"Rs. 45,496",4.5,2,1,['Android 13'],https://www.daraz.pk/products/20-8gb-ram-256gb-5000mah-pta-i432856844-s2101369194.html?search=1
39,40,Samsung,"Samsung Galaxy A04 - 6.5"" Inch Display - 3GB RAM - 32GB ROM","Rs. 23,499",5.0,6,4,['Brand Warranty'],https://www.daraz.pk/products/samsung-galaxy-a04-65-inch-display-3gb-ram-32gb-rom-i396504249-s1921861685.html?search=1
40,41,Tecno,"Tecno Camon 20 - 8GB/256GB - 64 MP Camera - 5000 mAH- Battery - 6.67""","Rs. 49,999",4.7,114,-,"['8GB/256GB 64 MP Back Camera - 32 MP Front Camera5000 mAH- Battery6.67"" DisplaySlim Design (Camon Puzzle)Fingerprint on Display']",https://www.daraz.pk/products/tecno-camon-20-8gb256gb-64-mp-camera-5000-mah-battery-667-i428102257-s2035159540.html?search=1
41,42,Xiaomi,Xiaomi 13T (12GB-256GB) PTA Approved With Official 1 Year Warranty,"Rs. 169,999",4.5,39,35,"['Display: FHD+ 6.67” CrystalRes AMOLED display | 2712 x 1220, 446 ppi']",https://www.daraz.pk/products/13t-12gb-256gb-1-pta-i433497804-s2080954311.html?search=1
42,43,Infinix,Infinix Hot 30 || 8GB+8GB Ram 128GB Rom || 5000mAh Battery,"Rs. 36,999",4.7,57,-,"['General FeaturesRelease Date2023-08-29SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions168.7 x 76.6 x 8.4 mmPhone Weight196 gOperating SystemAndroid 13, XOS 12.6DisplayScreen Size6.78 InchesScreen Resolution1080 x 2460 PixelsScreen TypeIPS LCDScreen ProtectionN/AMemoryInternal Memory128 GBRAM8 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorMediatek Helio G88 (12nm) Octa-coreGPUMali-G52 MC2BatteryType5000 mAhCameraFront Camera8 MPFront Flash LightYesFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 0.08 MPBack Video Recording1440p@30fps, 1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCYes']",https://www.daraz.pk/products/30-8gb-128gb-5000mah-i431382940-s2064284782.html?search=1
43,44,Infinix,"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging","Rs. 46,999",4.7,53,426,"['ProcessorCPUOcta-core (2 x 2.2 GHz Cortex-A76 + 6 x 2.0 GHz Cortex-A55) ChipsetMediatek MT8781 Helio G99 (6nm) GPUMali-G57 MC2 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.78 Inches Resolution1080 x 2460 Pixels (~396 PPI) Extra Features120Hz, 580 nits (peak) MemoryBuilt-in128/256GB Built-in, 8GB RAM, UFS CardmicroSDXC (dedicated slot) CameraMainTriple Camera: 64 MP, f/1.7, (wide), 1/2"", PDAF + 2 MP, f/2.4, (depth) + QVGA, Quad LED Flash FeaturesPhase detection, Geo-tagging, Panorama, HDR, Video (1440p@30fps, 1080p@30/60fps) Front16 MP, f/2.0, (wide), LED flash, HDR, Video (1080p@30fps)']",https://www.daraz.pk/products/30-8gb-256gb-64mp-5000mah-i428260994-s2049065109.html?search=1
44,45,Redmi,Redmi 12 || 8GB Ram 128GB Rom || 5000mAh Battery,"Rs. 42,999",4.7,32,-,"['6.79"" FHD+ DotDisplay2460x1080, 396 ppiContrast ratio: 1500:1Color gamut: 70% NTSCBrightness: up to 550 nits (HBM)AdaptiveSync display: 36Hz/48Hz/60Hz/90HzSupports readming mode 3.0SGS Low Blue Light Certification']",https://www.daraz.pk/products/12-air-8gb-128gb-wach-5000mah-i432544717-s2064878271.html?search=1
45,46,vivo,vivo V29e 5G - 8+8GB Extended RAM - 256GB ROM - 50MP AF Group Selfie - 120Hz Amoled Display,"Rs. 109,999",3.8,16,41,"['Processor SDM 695 5G 6nm', 'RAM & ROM 8 GB + 256 GB (8GB Extended RAM)', 'Battery 4600 mAh (TYP)', 'Fast Charging 44W', 'Color Forest Black, Rose Gold', 'Operating System Funtouch OS 13', 'Screen 6.67 -inch Amoled', 'Resolution 2400 × 1080 (FHD+)', 'Refresh Rate 120Hz', 'Camera Front 50MP AF / Rear 64 MP + 8 MP', 'Fingerprint In-display fingerprint sensor']",https://www.daraz.pk/products/vivo-v29e-5g-88gb-extended-ram-256gb-rom-50mp-af-group-selfie-120hz-amoled-display-i437889286-s2113900508.html?search=1
46,47,Redmi,"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging","Rs. 28,999",4.5,68,76,"['Display: 6.71"" Dot Drop display']",https://www.daraz.pk/products/12c-4gb-128-50-mp-al-5000-mah-i425099135-s2013184806.html?search=1
